Abbreviation,Meaning,Translation,Wikipedia,Subject,Verified
mPCR,multiplex polymerase chain reaction,多重聚合酶链式反应,https://en.wikipedia.org/wiki/Multiplex_polymerase_chain_reaction,,
mRNA,messenger RNA,信使核糖核酸,https://en.wikipedia.org/wiki/Messenger_RNA,,
N-MIA,N-methylimidazole acetaldehyde,N-甲基咪唑乙醛,,,
N-MIAA,N-methylimidazole acetic acid,N-甲基咪唑乙酸,,,
N/V,nausea or vomiting,恶心或呕吐,,,
N0,Regional lymph node stage - There is no cancer in nearby lymph nodes,区域淋巴结分期-附近的淋巴结无癌症,https://www.cancer.gov/about-cancer/diagnosis-staging/staging,,
N1,Cancer in lymph node - Stage 1,淋巴结癌-1期,https://www.cancer.gov/about-cancer/diagnosis-staging/staging,,
N2,Cancer in lymph node - Stage 2,淋巴结癌-第二阶段,https://www.cancer.gov/about-cancer/diagnosis-staging/staging,,
N3,Cancer in lymph node - Stage 3,淋巴结癌-第三阶段,https://www.cancer.gov/about-cancer/diagnosis-staging/staging,,
NA,noradrenaline,去甲肾上腺素,https://en.wikipedia.org/wiki/Norepinephrine,,Y
NABS,normal active bowel sounds,正常活跃的肠鸣音,,,
NAC,N-acetylcysteine,乙酰半胱氨酸,https://en.wikipedia.org/wiki/Acetylcysteine,,
NAD,no active disease,无活动性疾病,,,
NAD,no acute distress,无急性困扰,,,
NAFL,non‐alcoholic fatty liver,非酒精性脂肪肝,,,
NAFLD,non‐alcoholic fatty liver disease,非酒精性脂肪肝,,,
NAK,numb-associated kinase,麻木相关激酶,,,
NAS,NAFLD Activity Score,NAFLD活动得分,,,
NASH,nonalcoholic steatohepatitis,非酒精性脂肪性肝炎,https://en.wikipedia.org/wiki/Non-alcoholic_fatty_liver_disease,,
NAT,non-accidental trauma,虐待,https://en.wikipedia.org/wiki/Abuse,,
NAT,nucleic acid testing,核酸检测,https://en.wikipedia.org/wiki/Nucleic_acid_test,,
NBCCS,nevoid basal cell carcinoma syndrome,避免基底细胞癌综合征,https://en.wikipedia.org/wiki/Nevoid_basal-cell_carcinoma_syndrome,,
NBNB,"non-bloody, non-bilious",非血腥，非胆汁,,,
NBS,no bowel sounds,没有肠鸣音,,,
NBUVB,narrowband ultraviolet B,窄带紫外线B,,,
NC,nasal cannula,鼻插管,https://en.wikipedia.org/wiki/Nasal_cannula,,
NCCAH,non-classical congenital adrenal hyperplasia,非经典先天性肾上腺增生,,,
NCCN,National Comprehensive Cancer Network,国家综合癌症网络,https://en.wikipedia.org/wiki/National_Comprehensive_Cancer_Network,,
NCI,National Cancer Institute,国家癌症研究所,https://en.wikipedia.org/wiki/National_Cancer_Institute,,
NCP,nursing care plan,护理计划,https://en.wikipedia.org/wiki/Nursing_care_plan,,
NCS,nerve conduction study,神经传导研究,https://en.wikipedia.org/wiki/Nerve_conduction_study,,
NCT,national clinical trial,国家临床试验,,,
NCV,Nerve Conduction Velocity,神经传导速度,,,
NE,norepinephrine,去甲肾上腺素,https://en.wikipedia.org/wiki/Norepinephrine,,Y
NEB,nebulizer,喷雾器,https://en.wikipedia.org/wiki/Nebulizer,,
NED,no evidence of disease,没有疾病迹象,https://en.wikipedia.org/wiki/No_evidence_of_disease,,
NF,Nissen fundoplication,尼森胃底折叠术,https://en.wikipedia.org/wiki/Nissen_fundoplication,,
NF1,neurofibromatosis type 1,1型神经纤维瘤病,https://en.wikipedia.org/wiki/Neurofibromatosis_type_I,,
NG,nasogastric,鼻胃,,,
NGS,next-generation sequencing,下一代测序,https://en.wikipedia.org/wiki/Massive_parallel_sequencing,,
NGT,nasogastric tube,鼻胃管,https://en.wikipedia.org/wiki/Nasogastric_intubation,,
NHEJ,non-homologous end joining,非同源性末端接合,https://en.wikipedia.org/wiki/Non-homologous_end_joining,,
NHL,non-Hodgkin's lymphoma,非霍奇金氏淋巴瘤,https://en.wikipedia.org/wiki/Non-Hodgkin_lymphoma,,
NIAAA,National Institute on Alcohol Abuse and Alcoholism,国立酒精滥用和酒精中毒研究所,https://en.wikipedia.org/wiki/National_Institute_on_Alcohol_Abuse_and_Alcoholism,,
NICM,nonischemic cardiomyopathy,非缺血性心肌病,,,
NICU,neonatal intensive care unit,新生儿重症监护室,https://en.wikipedia.org/wiki/Neonatal_intensive_care_unit,,
NICVD,National Institute of Cardiovascular Diseases,国立心血管病研究所,https://en.wikipedia.org/wiki/National_Institute_of_Cardiovascular_Diseases,,
NIDDM,non-insulin dependent diabetes mellitus,非胰岛素依赖型糖尿病,,,
NIH,National Institutes of Health,国立卫生研究院 (美国),https://en.wikipedia.org/wiki/National_Institutes_of_Health,,
NIHSS,National Institutes of Health stroke scale,国立卫生研究院卒中量表,,,
NIPS,noninvasive prenatal screening,无创产前检查,,,
NIPT,noninvasive prenatal testing,无创产前检查,,,
NK,natural killer,自然杀伤细胞,https://en.wikipedia.org/wiki/Natural_killer_cell,,
NK,neurotrophic keratitis,神经营养性角膜炎,https://en.wikipedia.org/wiki/Neurotrophic_keratitis,,
NKA,no known allergies,没有已知的过敏,,,
NKDA,no known drug allergies,没有已知的药物过敏,,,
NLM,National Library of Medicine,美国国家医学图书馆,https://en.wikipedia.org/wiki/United_States_National_Library_of_Medicine,,
NM,nonsense mutation,无意义的突变,https://en.wikipedia.org/wiki/Nonsense_mutation,,
NMD,neurosurgery for mental disorder,精神障碍的神经外科,,,
NMDA,N-methyl-D-aspartate,N-甲基-D-天冬氨酸,https://en.wikipedia.org/wiki/N-Methyl-D-aspartic_acid,,
NMH,N-methylhistamine,N-甲基组胺,,,
NMIBC,non-muscle invasive bladder cancer,膀胱癌,https://en.wikipedia.org/wiki/Bladder_cancer,,
NMO,Neuromyelitis Optica,视神经脊髓炎,,,
NMR,nuclear magnetic resonance,核磁共振,https://en.wikipedia.org/wiki/Nuclear_magnetic_resonance,,
NNIS,National Nosocomial Infection Surveillance System,国家医院感染监测系统,,,
NNT,numbers needed to treat,需要治疗的数字,https://en.wikipedia.org/wiki/Number_needed_to_treat,,
NOAC,non-vitamin K oral anticoagulants,抗凝剂,https://en.wikipedia.org/wiki/Anticoagulant#Types,,
NOM,nonoperative management,非手术管理,,,
NOS,not otherwise specified,没有特别说明,https://en.wikipedia.org/wiki/Not_Otherwise_Specified,,
NPH,Normal Pressure Hydrocephalus,常压性脑积水,https://en.wikipedia.org/wiki/Normal_pressure_hydrocephalus,,
NPH,neutral protamine Hagedorn,中效胰岛素,https://en.wikipedia.org/wiki/NPH_insulin,,
NPN,non-protein nitrogen,非蛋白质氮,https://en.wikipedia.org/wiki/Non-protein_nitrogen,,
NPO,nothing by mouth,没什么,https://en.wikipedia.org/wiki/Nothing_by_mouth,,
NPPV,non-invasive positive pressure ventilation,无创正压通气,https://en.wikipedia.org/wiki/Mechanical_ventilation#Mechanical_ventilators,,
NPV,negative predictive value,阴性预测值,https://en.wikipedia.org/wiki/Positive_and_negative_predictive_values,,
NPWT,negative pressure wound therapy,负压伤口治疗,https://en.wikipedia.org/wiki/Negative-pressure_wound_therapy,,
NRB,non-rebreather mask,非循环呼吸面罩,https://en.wikipedia.org/wiki/Non-rebreather_mask,,
NRI,net reclassification improvement,净重分类改进,https://en.wikipedia.org/wiki/Net_reclassification_improvement,,
NS,Noonan Syndrome,努南氏综合征,https://en.wikipedia.org/wiki/Noonan_syndrome,,
NS,normal saline,生理盐水,https://en.wikipedia.org/wiki/Saline_(medicine),,
NSAA,nonsteroidal antiandrogen,非甾体类抗雄激素,https://en.wikipedia.org/wiki/Nonsteroidal_antiandrogen,,
NSAID,nonsteroidal antiinflammatory drug(s),非甾体类抗炎药,,,
NSCLC,non-small cell lung cancer,非小细胞肺癌,https://en.wikipedia.org/wiki/Non-small-cell_lung_carcinoma,,
NSML,Noonan syndrome with multiple lentigines,Noonan综合征伴多发性肺炎,https://en.wikipedia.org/wiki/Noonan_syndrome_with_multiple_lentigines,,
NSQIP,National Surgical Quality Improvement Program,国家手术质量改善计划,https://en.wikipedia.org/wiki/National_Surgical_Quality_Improvement_Program,,
NSR,normal sinus rhythm,窦性心律,https://en.wikipedia.org/wiki/Sinus_rhythm,,
NST,Non-Stress Test,非压力测试,https://en.wikipedia.org/wiki/Cardiotocography,,
NSTEMI,non-ST elevation myocardial infarction,心肌梗死,https://en.wikipedia.org/wiki/Myocardial_infarction#NSTEMI,,
NSVT,non-sustained ventricular tachycardia,心室性心搏过速,https://en.wikipedia.org/wiki/Ventricular_tachycardia#Classification,,
NT,non-tender,非招标,https://en.wikipedia.org/wiki/Major_League_Baseball_transactions#Free_agency_and_salary_arbitration,,
NT1,narcolepsy type 1,发作性睡病1型,,,
NTD,neural tube defect,神经管缺陷,https://en.wikipedia.org/wiki/Neural_tube_defect,,
NTG,nitroglycerin,硝酸甘油,https://en.wikipedia.org/wiki/Nitroglycerin,,
NTM,nontuberculous mycobacteria,非结核分枝杆菌,https://en.wikipedia.org/wiki/Nontuberculous_mycobacteria,,
NVAF,non-valvular atrial fibrillation,心房颤动,https://en.wikipedia.org/wiki/Atrial_fibrillation,,
NW,normal weight,身高体重指数,https://en.wikipedia.org/wiki/Body_mass_index,,
NWB,non-weight bearing,非承重,,,
NX,Regional lymph node stage - Cancer in nearby lymph nodes cannot be measured,局部淋巴结分期-无法测量附近淋巴结的癌症,https://www.cancer.gov/about-cancer/diagnosis-staging/staging,,
NXG,Necrobiotic xanthogranuloma,坏死性黄原肉芽肿,https://en.wikipedia.org/wiki/Necrobiotic_xanthogranuloma,,
NYHA,New York Heart Association,纽约心脏协会,https://en.wikipedia.org/wiki/New_York_Heart_Association_Functional_Classification,,
Na,sodium,钠,https://en.wikipedia.org/wiki/Sodium,,
nAMD,neovascular age-related macular degeneration,新血管性年龄相关性黄斑变性,,,
nCoV,Novel Coronavirus,新型冠状病毒,https://en.wikipedia.org/wiki/Novel_coronavirus,,
nl,normal,正常,https://en.wikipedia.org/wiki/Normal,,
nmCRPC,non-metastatic castration-resistant prostate cancer,非转移性去势抵抗性前列腺癌,,,
O&P,ova and parasites,卵和寄生虫,,,
O2,oxygen,氧,https://en.wikipedia.org/wiki/Oxygen,,
OA,orbital atherectomy,眼眶斑块切除术,,,
OA,osteoarthritis,骨关节炎,https://en.wikipedia.org/wiki/Osteoarthritis,,
OAG,open-angle glaucoma,青光眼,https://en.wikipedia.org/wiki/Glaucoma#Primary_glaucoma_and_its_variants_.28H40.1-H40.2.29,,
OAR,organs at risk,危险器官,,,
OASAS,NY Office of Alcoholism and Substance Abuse Services,纽约州酒精中毒和药物滥用服务办公室,,,
OAT,oral appliance therapy,口腔矫治器疗法,,,
OATS,osteochondral allograft transplantation surgery ,骨软骨移植手术,,,
OB,occult blood,潜血,https://en.wikipedia.org/wiki/Occult_blood,,
OC,oral contraceptive,避孕药,https://en.wikipedia.org/wiki/Oral_contraceptive_pill,,
OCD,obsessive-compulsive disorder,强迫症,https://en.wikipedia.org/wiki/Obsessive%E2%80%93compulsive_disorder,,
OCD,osteochondral defects,骨软骨缺损,,,
OCP,oral contraceptive pill,避孕药,https://en.wikipedia.org/wiki/Oral_contraceptive_pill,,
OCT,optical coherence tomography,光学同调断层扫描,https://en.wikipedia.org/wiki/Optical_coherence_tomography,,
OCT3,organic cation transporter 3,有机阳离子转运蛋白3,,,
OD,overdose,药物过量,https://en.wikipedia.org/wiki/Drug_overdose,,
OD,right eye,右眼,,,
ODD,oppositional defiant disorder,对立反抗症,https://en.wikipedia.org/wiki/Oppositional_defiant_disorder,,
ODG,Official Disability Guidelines,官方残疾指南,,,
ODI,oxygen desaturation index,氧饱和度指数,,,
OGTT,oral glucose tolerance test,糖耐力测试,https://en.wikipedia.org/wiki/Glucose_tolerance_test,,
OHCA,out-of-hospital cardiac arrest,院外心脏骤停,,,
OHSS,ovarian hyperstimulation syndrome,卵巢过度刺激综合征,https://en.wikipedia.org/wiki/Ovarian_hyperstimulation_syndrome,,
OHT,ocular hypertension,高眼压,https://en.wikipedia.org/wiki/Ocular_hypertension,,
OHT,orthotopic heart transplantation,原位心脏移植,,,
OM,Otitis Media,中耳炎,,,
OM,obtuse marginal branch,钝边支,,,
OM1,obtuse marginal branch 1,钝边分支1,,,
OM2,obtuse marginal branch 2,钝边支2,,,
OM3,obtuse marginal branch 3,钝边支3,,,
ONH,optic nerve head,视神经头,https://en.wikipedia.org/wiki/Optic_disc,,
ONLS,Overall Neuropathy Limitation Scale,总体神经病限制量表,,,
OPC,oropharyngeal cancer,口咽癌,https://en.wikipedia.org/wiki/Oropharyngeal_cancer,,
OPC,outer pillar cell,外柱状细胞,,,
OPLL,ossification of the posterior longitudinal ligament,后纵韧带骨化,https://en.wikipedia.org/wiki/Ossification_of_the_posterior_longitudinal_ligament,,
OPTN,Organ Procurement and Transplantation Network,器官采购和移植网络,https://en.wikipedia.org/wiki/United_Network_for_Organ_Sharing,,
OPUS,Oral Passage Understanding Scale,口语理解量表,,,
OR,operating room,手术室,https://en.wikipedia.org/wiki/Operating_theater,,
ORF,open reading frame,开放阅读框,https://en.wikipedia.org/wiki/Open_reading_frame,,
ORIF,open reduction internal fixation,切开复位内固定,https://en.wikipedia.org/wiki/Internal_fixation,,
ORS,oral rehydration solution,口服补液溶液,https://en.wikipedia.org/wiki/Oral_rehydration_therapy,,
OS,left eye,左眼,,,
OS,overall survival,总体生存,https://en.wikipedia.org/wiki/Survival_rate,,
OSA,obstructive sleep apnea,阻塞性睡眠呼吸暂停,https://en.wikipedia.org/wiki/Obstructive_sleep_apnea,,
OSAS,Obstructive Sleep Apnea Syndrome,阻塞性睡眠呼吸暂停综合症,,,
OSCC,oropharyngeal squamous cell carcinoma,口咽鳞状细胞癌,,,
OSH,outside hospital,医院外,,,
OSR,Open Surgical Repair,开放式手术修复,,,
OT,occupational therapy,作业治疗,https://en.wikipedia.org/wiki/Occupational_therapy,,
OTC,over-the-counter,非处方药,https://en.wikipedia.org/wiki/Over-the-counter_drug,,
OTO,Outer to Outer,外到外,,,
OTW,over-the-wire,线上,,,
OU,both eyes,两只眼睛,,,
OV,office visit,办公室拜访,,,
OVB,oral viscous budesonide,口服粘性布地奈德,,,
OW,overweight,超重,https://en.wikipedia.org/wiki/Overweight,,
P,pulse,脉搏,https://en.wikipedia.org/wiki/Pulse,,
P&A,percussion & auscultation,打击乐和听诊,,,
PA,periapical,口腔解剖学,https://en.wikipedia.org/wiki/Dental_anatomy#Surfaces,,
PAC,premature atrial complexes,房性早搏,,,
PACAP,pituitary adenylate cyclase-activating polypeptide,垂体腺苷酸环化酶激活多肽,https://en.wikipedia.org/wiki/Pituitary_adenylate_cyclase-activating_peptide,,
PACU,post anesthesia care unit,麻醉后护理单位,https://en.wikipedia.org/wiki/Post-anesthesia_care_unit,,
PAD,peripheral arterial disease,周边动脉阻塞,https://en.wikipedia.org/wiki/Peripheral_artery_disease,,
PAH,predicted adult height,预计成人身高,,,
PAH,pulmonary arterial hypertension,肺高压,https://en.wikipedia.org/wiki/Pulmonary_hypertension,,
PAM,protospacer adjacent motif,原间隔物相邻基序,https://en.wikipedia.org/wiki/Protospacer_adjacent_motif,,
PAMG-1,placental alpha microglobulin-1,胎盘α微球蛋白1,,,
PANDAS,Pediatric Autoimmune Neuropsychiatric Disorders Associated with Streptococcal Infections,与链球菌感染相关的小儿自身免疫性神经精神疾病,https://en.wikipedia.org/wiki/PANDAS,,
PANS,Pediatric Acute-onset Neuropsychiatric Syndrome,小儿急性发作神经精神病综合症,https://en.wikipedia.org/wiki/PANDAS,,
PAOD,Peripheral Arterial Occlusive Disease,周围动脉闭塞性疾病,,,
PAP,positive airway pressure,正压呼吸器,https://en.wikipedia.org/wiki/Positive_airway_pressure,,
PAPR,Powered Air Purifying Respirator,电动空气净化呼吸器,https://en.wikipedia.org/wiki/Powered_air-purifying_respirator,,
PARDS,pediatric acute respiratory distress syndrome,急性呼吸窘迫综合症,https://en.wikipedia.org/wiki/Acute_respiratory_distress_syndrome#Terminology,,
PAS,personal assistance service(s),个人协助服务,,,
PAU,Penetrating Aortic Ulcer,穿透性主动脉溃疡,,,
PAWP,pulmonary arterial wedge pressure,肺动脉楔压,,,
PAWS,post-acute-withdrawal syndrome,急性戒断综合征,https://en.wikipedia.org/wiki/Post-acute-withdrawal_syndrome,,
PBC,primary biliary cholangitis,原发性胆源性胆管炎,https://en.wikipedia.org/wiki/Primary_biliary_cholangitis,,
PBP,penicillin-binding protein,青霉素结合蛋白,https://en.wikipedia.org/wiki/Penicillin-binding_proteins,,
PBP,preoperative bowel preparation,术前肠道准备,,,
PBRT,proton beam radiation therapy,质子治疗,https://en.wikipedia.org/wiki/Proton_therapy,,
PBS,pencil-beam scanning,笔束扫描,https://en.wikipedia.org/wiki/Pencil-beam_scanning,,
PBS,phosphate-buffered saline,磷酸盐缓冲生理盐水,https://en.wikipedia.org/wiki/Phosphate-buffered_saline,,
PBT,perioperative blood transfusion,围手术期输血,,,
PBT,proton beam therapy,质子治疗,https://en.wikipedia.org/wiki/Proton_therapy,,
PCA,Posterior Carotid Artery,颈后动脉,,,
PCA,patient controlled analgesia,病患自控式止痛,https://en.wikipedia.org/wiki/Patient-controlled_analgesia,,
PCA,personal care aide,个人护理助手,,,
PCCM,Pediatric Critical Care Medicine,儿科重症监护医学,https://en.wikipedia.org/wiki/Pediatric_Critical_Care_Medicine,,
PCD,pneumatic compression device,气动压缩装置,,,
PCDAI,Pediatric Crohn's Disease Activity Index,小儿克罗恩病活动指数,,,
PCI,percutaneous coronary intervention,经皮冠状动脉介入治疗,https://en.wikipedia.org/wiki/Percutaneous_coronary_intervention,,
PCKD,polycystic kidney disease,多囊性肾病变,https://en.wikipedia.org/wiki/Polycystic_kidney_disease,,
PCL,posterior cruciate ligament,后十字韧带,https://en.wikipedia.org/wiki/Posterior_cruciate_ligament,,
PCNL,Percutaneous Nephrolithotomy,经皮肾镜取石术,,,
PCNSL,primary central nervous system lymphoma,原发性中枢神经系统淋巴瘤,https://en.wikipedia.org/wiki/Primary_central_nervous_system_lymphoma,,
PCOS,polycystic ovarian syndrome,多囊卵巢综合症,https://en.wikipedia.org/wiki/Polycystic_ovary_syndrome,,
PCP,pneumocystis pneumonia,肺囊虫肺炎,https://en.wikipedia.org/wiki/Pneumocystis_pneumonia,,
PCP,primary care provider,初级医疗,https://en.wikipedia.org/wiki/Primary_care,,
PCR,pharyngeal constriction ratio,咽收缩率,,,
PCR,polymerase chain reaction,聚合酶链式反应,https://en.wikipedia.org/wiki/Polymerase_chain_reaction,,
